tool_name,brand,category,subcategory,title,price_low,price_high,price_avg,sold_date,condition,shipping,bids,url,new_price_low,new_price_high,scraped_at
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Early Stanley No. 45 Type 4 Combination Plane With 6 Cutters circa 1890Opens in a new window or tab,122.0,122.0,122.0,2026-01-20,Pre-Owned,+$8.37 delivery,,https://www.ebay.com/itm/197896663488,,,2026-02-09T20:04:54.441254
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,"Wards Master Quality No 45 Combination Plane, Complete Cutter Set - Stanley MadeOpens in a new window or tab",215.0,215.0,215.0,2026-01-20,Pre-Owned,+$14.00 delivery,,https://www.ebay.com/itm/236549042911,,,2026-02-09T20:04:54.441570
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Antique Stanley No. 45 Combination Plane Pat. 1884–1895 Vintage Woodworking ToolOpens in a new window or tab,40.0,40.0,40.0,2026-01-20,Pre-Owned,+$23.65 delivery,1 bid,https://www.ebay.com/itm/277652713926,,,2026-02-09T20:04:54.441887
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,"Stanley No. 45 / 55 Combination Plane - 7/16"" Match Cutter With Depth StopOpens in a new window or tab",10.46,10.46,10.46,2026-01-20,Pre-Owned,+$6.65 delivery,,https://www.ebay.com/itm/167944239051,,,2026-02-09T20:04:54.442208
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,"Orig. STANLEY No. 45 / 55 Combination Plane No. 11 -  3/16"" Plow & Dado CutterOpens in a new window or tab",16.99,16.99,16.99,2026-01-20,Pre-Owned,+$5.79 delivery,,https://www.ebay.com/itm/136937337962,,,2026-02-09T20:04:54.442523
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Antique Stanley No. 45 Combination Plane with Rosewood HandlesOpens in a new window or tab,125.0,125.0,125.0,2026-01-19,Pre-Owned,+$24.16 delivery,,https://www.ebay.com/itm/389365470375,,,2026-02-09T20:04:54.442838
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,"Stanley No. 45 Combination Plane w/ Slitter, Depth,  Cutters Boxes Made in USAOpens in a new window or tab",250.0,250.0,250.0,2026-01-19,Pre-Owned,+$16.59 delivery,,https://www.ebay.com/itm/187883510335,,,2026-02-09T20:04:54.443158
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,"Antique ""STANLEY"" No. 45 *Sweetheart* Combination Plane W/Rosewood & 23 CuttersOpens in a new window or tab",245.0,245.0,245.0,2026-01-18,Pre-Owned,+$19.95 delivery,,https://www.ebay.com/itm/376865256430,,,2026-02-09T20:04:54.443472
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Orig. STANLEY No. 45 / 55 Combination Plane Parts- Spur / Nicker - New Old StockOpens in a new window or tab,11.99,11.99,11.99,2026-01-18,Pre-Owned,+$5.79 delivery,,https://www.ebay.com/itm/147076872062,,,2026-02-09T20:04:54.443787
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,ANTIQUE/ VINTAGE STANLEY NO. 45 COMBINATION PLANE TYPE 2 SETOpens in a new window or tab,77.0,77.0,77.0,2026-01-18,Pre-Owned,+$10.21 delivery,33 bids,https://www.ebay.com/itm/157606910588,,,2026-02-09T20:04:54.444106
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,"Wards Master Quality No 45 Combination Plane, Cutter Set - Stanley MadeOpens in a new window or tab",55.0,55.0,55.0,2026-01-18,Pre-Owned,+$23.65 delivery,1 bid,https://www.ebay.com/itm/358130233020,,,2026-02-09T20:04:54.444421
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,stanley 45 combination planeOpens in a new window or tab,60.0,60.0,60.0,2026-01-18,Pre-Owned,+$15.00 delivery,,https://www.ebay.com/itm/257316212785,,,2026-02-09T20:04:54.444737
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Vintage stanley no 45 combination planeOpens in a new window or tab,50.93,50.93,50.93,2026-01-18,Pre-Owned,+$45.13 shipping estimate,,https://www.ebay.com/itm/306464008320,,,2026-02-09T20:04:54.445062
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Orig. Adjustable Depth Gauge for Stanley No. 45 & 55 Combo. Planes- mjdtoolpartsOpens in a new window or tab,28.5,28.5,28.5,2026-01-18,Pre-Owned,Free delivery,,https://www.ebay.com/itm/116941383080,,,2026-02-09T20:04:54.445375
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Stanley No. 45 & 55 Combination Plane Adjustable Depth Stop & NutOpens in a new window or tab,12.5,12.5,12.5,2026-01-18,Pre-Owned,+$4.50 delivery,,https://www.ebay.com/itm/365833898171,,,2026-02-09T20:04:54.445691
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Stanley No. 45 Combination Plane Antique Hand ToolOpens in a new window or tab,100.0,100.0,100.0,2026-01-18,Pre-Owned,Free delivery,,https://www.ebay.com/itm/136923595572,,,2026-02-09T20:04:54.446004
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Stanley Rule & Level No 45 Combination Wood Plane w/ Cutters Type 7B 1901 - 1906Opens in a new window or tab,150.0,150.0,150.0,2026-01-17,Pre-Owned,+$22.37 delivery,,https://www.ebay.com/itm/127616220035,,,2026-02-09T20:04:54.446417
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,stanley No 45 combination plane Side Fence Lot Of 6 PiecesOpens in a new window or tab,48.0,48.0,48.0,2026-01-17,Pre-Owned,+$15.15 delivery,21 bids,https://www.ebay.com/itm/205978285553,,,2026-02-09T20:04:54.446795
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Stanley Combination Plane Side Fence Lot Of 6 PCs For No 45 And 55Opens in a new window or tab,18.5,18.5,18.5,2026-01-17,Pre-Owned,+$15.85 delivery,12 bids,https://www.ebay.com/itm/205978279765,,,2026-02-09T20:04:54.447150
Stanley No. 45 Combination Plane,Stanley,Specialty Planes,Combination,Stanley No 45 Combination Plane Base Lot Of 6 PCs Main Stock VintageOpens in a new window or tab,10.5,10.5,10.5,2026-01-17,Pre-Owned,+$19.70 delivery,8 bids,https://www.ebay.com/itm/205978272287,,,2026-02-09T20:04:54.447529
